Year,From,To,Score
2014,Sweden,France,1
2014,Sweden,Russia,0
2014,Sweden,Italy,0
2014,Sweden,Slovenia,0
2014,Sweden,Finland,6
2014,Sweden,Spain,0
2014,Sweden,Switzerland,0
2014,Sweden,Hungary,7
2014,Sweden,Malta,0
2014,Sweden,Denmark,8
2014,Sweden,Netherlands,10
2014,Sweden,San Marino,0
2014,Sweden,United Kingdom,0
2014,Switzerland,Ukraine,0
2014,Switzerland,Belarus,0
2014,Switzerland,Azerbaijan,0
2014,Switzerland,Iceland,0
2014,Switzerland,Norway,5
2014,Switzerland,Romania,0
2014,Switzerland,Armenia,0
2014,Switzerland,Montenegro,0
2014,Switzerland,Poland,0
2014,Switzerland,Greece,0
2014,Switzerland,Austria,12
2014,Switzerland,Germany,7
2014,Switzerland,Sweden,6
2014,Switzerland,France,0
2014,Switzerland,Russia,0
2014,Switzerland,Italy,2
2014,Switzerland,Slovenia,0
2014,Switzerland,Finland,4
2014,Switzerland,Spain,8
2014,Switzerland,Hungary,1
2014,Switzerland,Malta,0
2014,Switzerland,Denmark,3
2014,Switzerland,Netherlands,10
2014,Switzerland,San Marino,0
2014,Switzerland,United Kingdom,0
2014,Netherlands,Ukraine,0
2014,Netherlands,Belarus,0
2014,Netherlands,Azerbaijan,0
2014,Netherlands,Iceland,6
2014,Netherlands,Norway,10
2014,Netherlands,Romania,0
2014,Netherlands,Armenia,7
2014,Netherlands,Montenegro,0
2014,Netherlands,Poland,0
2014,Netherlands,Greece,0
2014,Netherlands,Austria,12
2014,Netherlands,Germany,0
2014,Netherlands,Sweden,8
2014,Netherlands,France,0
2014,Netherlands,Russia,0
2014,Netherlands,Italy,0
2014,Netherlands,Slovenia,0
2014,Netherlands,Finland,2
2014,Netherlands,Spain,0
2014,Netherlands,Switzerland,3
2014,Netherlands,Hungary,4
2014,Netherlands,Malta,5
2014,Netherlands,Denmark,1
2014,Netherlands,San Marino,0
2014,Netherlands,United Kingdom,0
2014,Ukraine,Belarus,6
2014,Ukraine,Azerbaijan,1
2014,Ukraine,Iceland,0
2014,Ukraine,Norway,0
2014,Ukraine,Romania,0
2014,Ukraine,Armenia,10
2014,Ukraine,Montenegro,0
2014,Ukraine,Poland,7
2014,Ukraine,Greece,0
2014,Ukraine,Austria,8
2014,Ukraine,Germany,5
2014,Ukraine,Sweden,12
2014,Ukraine,France,0
2014,Ukraine,Russia,4
2014,Ukraine,Italy,0
2014,Ukraine,Slovenia,0
2014,Ukraine,Finland,0
2014,Ukraine,Spain,2
2014,Ukraine,Switzerland,0
2014,Ukraine,Hungary,3
2014,Ukraine,Malta,0
2014,Ukraine,Denmark,0
2014,Ukraine,Netherlands,0
2014,Ukraine,San Marino,0
2014,Ukraine,United Kingdom,0
2014,United Kingdom,Ukraine,0
2014,United Kingdom,Belarus,0
2014,United Kingdom,Azerbaijan,0
2014,United Kingdom,Iceland,4
2014,United Kingdom,Norway,0
2014,United Kingdom,Romania,0
2014,United Kingdom,Armenia,0
2014,United Kingdom,Montenegro,0
2014,United Kingdom,Poland,0
2014,United Kingdom,Greece,2
2014,United Kingdom,Austria,12
2014,United Kingdom,Germany,0
2014,United Kingdom,Sweden,7
2014,United Kingdom,France,0
2014,United Kingdom,Russia,0
2014,United Kingdom,Italy,0
2014,United Kingdom,Slovenia,0
2014,United Kingdom,Finland,6
2014,United Kingdom,Spain,5
2014,United Kingdom,Switzerland,1
2014,United Kingdom,Hungary,0
2014,United Kingdom,Malta,10
2014,United Kingdom,Denmark,3
2014,United Kingdom,Netherlands,8
2014,United Kingdom,San Marino,0
2015,Albania,Slovenia,0
2015,Albania,France,0
2015,Albania,Israel,5
2015,Albania,Estonia,4
2015,Albania,United Kingdom,0
2015,Albania,Armenia,0
2015,Albania,Lithuania,0
2015,Albania,Serbia,2
2015,Albania,Norway,0
2015,Albania,Sweden,7
2015,Albania,Cyprus,0
2015,Albania,Australia,3
2015,Albania,Belgium,1
2015,Albania,Austria,0
2015,Albania,Greece,10
2015,Albania,Montenegro,6
2015,Albania,Germany,0
2015,Albania,Poland,0
2015,Albania,Latvia,0
2015,Albania,Romania,0
2015,Albania,Spain,0
2015,Albania,Hungary,0
2015,Albania,Georgia,0
2015,Albania,Azerbaijan,0
2015,Albania,Russia,8
2015,Albania,Italy,12
2015,Armenia,Slovenia,0
2015,Armenia,France,3
2015,Armenia,Israel,0
2015,Armenia,Estonia,0
2015,Armenia,United Kingdom,0
2015,Armenia,Lithuania,0
2015,Armenia,Serbia,0
2015,Armenia,Norway,0
2015,Armenia,Sweden,7
2015,Armenia,Cyprus,0
2015,Armenia,Australia,1
2015,Armenia,Belgium,4
2015,Armenia,Austria,0
2015,Armenia,Greece,5
2015,Armenia,Montenegro,8
2015,Armenia,Germany,0
2015,Armenia,Poland,0
2015,Armenia,Latvia,2
2015,Armenia,Romania,0
2015,Armenia,Spain,0
2015,Armenia,Hungary,0
2015,Armenia,Georgia,10
2015,Armenia,Azerbaijan,0
2015,Armenia,Russia,12
2015,Armenia,Albania,0
2015,Armenia,Italy,6
2015,Australia,Slovenia,0
2015,Australia,France,0
2015,Australia,Israel,2
2015,Australia,Estonia,3
2015,Australia,United Kingdom,0
2015,Australia,Armenia,0
2015,Australia,Lithuania,0
2015,Australia,Serbia,5
2015,Australia,Norway,4
2015,Australia,Sweden,12
2015,Australia,Cyprus,0
2015,Australia,Belgium,6
2015,Australia,Austria,0
2015,Australia,Greece,0
2015,Australia,Montenegro,0
2015,Australia,Germany,0
2015,Australia,Poland,0
2015,Australia,Latvia,7
2015,Australia,Romania,0
2015,Australia,Spain,0
2015,Australia,Hungary,0
2015,Australia,Georgia,1
2015,Australia,Azerbaijan,0
2015,Australia,Russia,10
2015,Australia,Albania,0
2015,Australia,Italy,8
2015,Austria,Slovenia,0
2015,Austria,France,0
2015,Austria,Israel,2
2015,Austria,Estonia,6
2015,Austria,United Kingdom,0
2015,Austria,Armenia,0
2015,Austria,Lithuania,0
2015,Austria,Serbia,3
2015,Austria,Norway,4
2015,Austria,Sweden,7
2015,Austria,Cyprus,0
2015,Austria,Australia,12
2015,Austria,Belgium,5
2015,Austria,Greece,0
2015,Austria,Montenegro,0
2015,Austria,Germany,0
2015,Austria,Poland,0
2015,Austria,Latvia,1
2015,Austria,Romania,0
2015,Austria,Spain,0
2015,Austria,Hungary,0
2015,Austria,Georgia,0
2015,Austria,Azerbaijan,0
2015,Austria,Russia,8
2015,Austria,Albania,0
2015,Austria,Italy,10
2015,Azerbaijan,Slovenia,3
2015,Azerbaijan,France,0
2015,Azerbaijan,Israel,7
2015,Azerbaijan,Estonia,4
2015,Azerbaijan,United Kingdom,0
2015,Azerbaijan,Armenia,0
2015,Azerbaijan,Lithuania,0
2015,Azerbaijan,Serbia,0
2015,Azerbaijan,Norway,0
2015,Azerbaijan,Sweden,6
2015,Azerbaijan,Cyprus,0
2015,Azerbaijan,Australia,0
2015,Azerbaijan,Belgium,0
2015,Azerbaijan,Austria,0
2015,Azerbaijan,Greece,0
2015,Azerbaijan,Montenegro,2
2015,Azerbaijan,Germany,0
2015,Azerbaijan,Poland,0
2015,Azerbaijan,Latvia,5
2015,Azerbaijan,Romania,0
2015,Azerbaijan,Spain,1
2015,Azerbaijan,Hungary,0
2015,Azerbaijan,Georgia,10
2015,Azerbaijan,Russia,12
2015,Azerbaijan,Albania,0
2015,Azerbaijan,Italy,8
2015,Belarus,Slovenia,0
2015,Belarus,France,0
2015,Belarus,Israel,2
2015,Belarus,Estonia,7
2015,Belarus,United Kingdom,0
2015,Belarus,Armenia,4
2015,Belarus,Lithuania,0
2015,Belarus,Serbia,0
2015,Belarus,Norway,0
2015,Belarus,Sweden,10
2015,Belarus,Cyprus,0
2015,Belarus,Australia,6
2015,Belarus,Belgium,8
2015,Belarus,Austria,0
2015,Belarus,Greece,0
2015,Belarus,Montenegro,0
2015,Belarus,Germany,0
2015,Belarus,Poland,0
2015,Belarus,Latvia,5
2015,Belarus,Romania,0
2015,Belarus,Spain,0
2015,Belarus,Hungary,0
2015,Belarus,Georgia,3
2015,Belarus,Azerbaijan,0
2015,Belarus,Russia,12
2015,Belarus,Albania,0
2015,Belarus,Italy,1
2015,Belgium,Slovenia,0
2015,Belgium,France,0
2015,Belgium,Israel,0
2015,Belgium,Estonia,2
2015,Belgium,United Kingdom,0
2015,Belgium,Armenia,3
2015,Belgium,Lithuania,0
2015,Belgium,Serbia,0
2015,Belgium,Norway,0
2015,Belgium,Sweden,12
2015,Belgium,Cyprus,0
2015,Belgium,Australia,4
2015,Belgium,Austria,0
2015,Belgium,Greece,0
2015,Belgium,Montenegro,0
2015,Belgium,Germany,0
2015,Belgium,Poland,0
2015,Belgium,Latvia,7
2015,Belgium,Romania,5
2015,Belgium,Spain,0
2015,Belgium,Hungary,0
2015,Belgium,Georgia,1
2015,Belgium,Azerbaijan,0
2015,Belgium,Russia,10
2015,Belgium,Albania,6
2015,Belgium,Italy,8
2015,Cyprus,Slovenia,0
2015,Cyprus,France,0
2015,Cyprus,Israel,6
2015,Cyprus,Estonia,2
2015,Cyprus,United Kingdom,0
2015,Cyprus,Armenia,0
2015,Cyprus,Lithuania,0
2015,Cyprus,Serbia,0
2015,Cyprus,Norway,0
2015,Cyprus,Sweden,10
2015,Cyprus,Australia,4
2015,Cyprus,Belgium,7
2015,Cyprus,Austria,0
2015,Cyprus,Greece,8
2015,Cyprus,Montenegro,0
2015,Cyprus,Germany,0
2015,Cyprus,Poland,0
2015,Cyprus,Latvia,3
2015,Cyprus,Romania,1
2015,Cyprus,Spain,0
2015,Cyprus,Hungary,0
2015,Cyprus,Georgia,0
2015,Cyprus,Azerbaijan,0
2015,Cyprus,Russia,5
2015,Cyprus,Albania,0
2015,Cyprus,Italy,12
2015,Czech Republic,Slovenia,0
2015,Czech Republic,France,0
2015,Czech Republic,Israel,0
2015,Czech Republic,Estonia,0
2015,Czech Republic,United Kingdom,0
2015,Czech Republic,Armenia,2
2015,Czech Republic,Lithuania,0
2015,Czech Republic,Serbia,3
2015,Czech Republic,Norway,0
2015,Czech Republic,Sweden,10
2015,Czech Republic,Cyprus,0
2015,Czech Republic,Australia,0
2015,Czech Republic,Belgium,6
2015,Czech Republic,Austria,0
2015,Czech Republic,Greece,0
2015,Czech Republic,Montenegro,0
2015,Czech Republic,Germany,0
2015,Czech Republic,Poland,0
2015,Czech Republic,Latvia,5
2015,Czech Republic,Romania,0
2015,Czech Republic,Spain,0
2015,Czech Republic,Hungary,1
2015,Czech Republic,Georgia,4
2015,Czech Republic,Azerbaijan,12
2015,Czech Republic,Russia,8
2015,Czech Republic,Albania,0
2015,Czech Republic,Italy,7
2015,Denmark,Slovenia,0
2015,Denmark,France,0
2015,Denmark,Israel,0
2015,Denmark,Estonia,6
2015,Denmark,United Kingdom,0
2015,Denmark,Armenia,0
2015,Denmark,Lithuania,1
2015,Denmark,Serbia,0
2015,Denmark,Norway,3
2015,Denmark,Sweden,12
2015,Denmark,Cyprus,0
2015,Denmark,Australia,8
2015,Denmark,Belgium,7
2015,Denmark,Austria,0
2015,Denmark,Greece,0
2015,Denmark,Montenegro,0
2015,Denmark,Germany,0
2015,Denmark,Poland,0
2015,Denmark,Latvia,4
2015,Denmark,Romania,2
2015,Denmark,Spain,0
2015,Denmark,Hungary,0
2015,Denmark,Georgia,0
2015,Denmark,Azerbaijan,0
2015,Denmark,Russia,10
2015,Denmark,Albania,0
2015,Denmark,Italy,5
2015,Estonia,Slovenia,0
2015,Estonia,France,0
2015,Estonia,Israel,0
2015,Estonia,United Kingdom,0
2015,Estonia,Armenia,0
2015,Estonia,Lithuania,2
2015,Estonia,Serbia,0
2015,Estonia,Norway,4
2015,Estonia,Sweden,10
2015,Estonia,Cyprus,0
2015,Estonia,Australia,5
2015,Estonia,Belgium,7
2015,Estonia,Austria,0
2015,Estonia,Greece,0
2015,Estonia,Montenegro,0
2015,Estonia,Germany,0
2015,Estonia,Poland,0
2015,Estonia,Latvia,6
2015,Estonia,Romania,0
2015,Estonia,Spain,0
2015,Estonia,Hungary,8
2015,Estonia,Georgia,1
2015,Estonia,Azerbaijan,0
2015,Estonia,Russia,12
2015,Estonia,Albania,0
2015,Estonia,Italy,3
2015,F.Y.R. Macedonia,Slovenia,8
2015,F.Y.R. Macedonia,France,0
2015,F.Y.R. Macedonia,Israel,0
2015,F.Y.R. Macedonia,Estonia,2
2015,F.Y.R. Macedonia,United Kingdom,0
2015,F.Y.R. Macedonia,Armenia,3
2015,F.Y.R. Macedonia,Lithuania,0
2015,F.Y.R. Macedonia,Serbia,10
2015,F.Y.R. Macedonia,Norway,0
2015,F.Y.R. Macedonia,Sweden,5
2015,F.Y.R. Macedonia,Cyprus,0
2015,F.Y.R. Macedonia,Australia,0
2015,F.Y.R. Macedonia,Belgium,1
2015,F.Y.R. Macedonia,Austria,0
2015,F.Y.R. Macedonia,Greece,0
2015,F.Y.R. Macedonia,Montenegro,4
2015,F.Y.R. Macedonia,Germany,0
2015,F.Y.R. Macedonia,Poland,0
2015,F.Y.R. Macedonia,Latvia,0
2015,F.Y.R. Macedonia,Romania,0
2015,F.Y.R. Macedonia,Spain,0
2015,F.Y.R. Macedonia,Hungary,0
2015,F.Y.R. Macedonia,Georgia,0
2015,F.Y.R. Macedonia,Azerbaijan,0
2015,F.Y.R. Macedonia,Russia,6
2015,F.Y.R. Macedonia,Albania,12
2015,F.Y.R. Macedonia,Italy,7
2015,Finland,Slovenia,1
2015,Finland,France,0
2015,Finland,Israel,3
2015,Finland,Estonia,10
2015,Finland,United Kingdom,0
2015,Finland,Armenia,0
2015,Finland,Lithuania,0
2015,Finland,Serbia,0
2015,Finland,Norway,4
2015,Finland,Sweden,12
2015,Finland,Cyprus,0
2015,Finland,Australia,5
2015,Finland,Belgium,7
2015,Finland,Austria,0
2015,Finland,Greece,0
2015,Finland,Montenegro,0
2015,Finland,Germany,0
2015,Finland,Poland,0
2015,Finland,Latvia,6
2015,Finland,Romania,0
2015,Finland,Spain,0
2015,Finland,Hungary,0
2015,Finland,Georgia,0
2015,Finland,Azerbaijan,0
2015,Finland,Russia,8
2015,Finland,Albania,0
2015,Finland,Italy,2
2015,France,Slovenia,0
2015,France,Israel,0
2015,France,Estonia,0
2015,France,United Kingdom,0
2015,France,Armenia,3
2015,France,Lithuania,0
2015,France,Serbia,0
2015,France,Norway,0
2015,France,Sweden,8
2015,France,Cyprus,0
2015,France,Australia,2
2015,France,Belgium,12
2015,France,Austria,0
2015,France,Greece,0
2015,France,Montenegro,0
2015,France,Germany,0
2015,France,Poland,4
2015,France,Latvia,7
2015,France,Romania,0
2015,France,Spain,5
2015,France,Hungary,1
2015,France,Georgia,0
2015,France,Azerbaijan,0
2015,France,Russia,10
2015,France,Albania,0
2015,France,Italy,6
2015,Georgia,Slovenia,0
2015,Georgia,France,0
2015,Georgia,Israel,1
2015,Georgia,Estonia,2
2015,Georgia,United Kingdom,0
2015,Georgia,Armenia,12
2015,Georgia,Lithuania,3
2015,Georgia,Serbia,0
2015,Georgia,Norway,0
2015,Georgia,Sweden,7
2015,Georgia,Cyprus,0
2015,Georgia,Australia,0
2015,Georgia,Belgium,6
2015,Georgia,Austria,0
2015,Georgia,Greece,0
2015,Georgia,Montenegro,0
2015,Georgia,Germany,0
2015,Georgia,Poland,0
2015,Georgia,Latvia,4
2015,Georgia,Romania,0
2015,Georgia,Spain,0
2015,Georgia,Hungary,0
2015,Georgia,Azerbaijan,10
2015,Georgia,Russia,5
2015,Georgia,Albania,0
2015,Georgia,Italy,8
2015,Germany,Slovenia,0
2015,Germany,France,0
2015,Germany,Israel,5
2015,Germany,Estonia,2
2015,Germany,United Kingdom,0
2015,Germany,Armenia,0
2015,Germany,Lithuania,0
2015,Germany,Serbia,0
2015,Germany,Norway,4
2015,Germany,Sweden,10
2015,Germany,Cyprus,0
2015,Germany,Australia,7
2015,Germany,Belgium,8
2015,Germany,Austria,0
2015,Germany,Greece,0
2015,Germany,Montenegro,0
2015,Germany,Poland,0
2015,Germany,Latvia,6
2015,Germany,Romania,0
2015,Germany,Spain,0
2015,Germany,Hungary,1
2015,Germany,Georgia,0
2015,Germany,Azerbaijan,0
2015,Germany,Russia,12
2015,Germany,Albania,0
2015,Germany,Italy,3
2015,Greece,Slovenia,0
2015,Greece,France,0
2015,Greece,Israel,0
2015,Greece,Estonia,0
2015,Greece,United Kingdom,0
2015,Greece,Armenia,1
2015,Greece,Lithuania,0
2015,Greece,Serbia,0
2015,Greece,Norway,0
2015,Greece,Sweden,4
2015,Greece,Cyprus,10
2015,Greece,Australia,5
2015,Greece,Belgium,7
2015,Greece,Austria,0
2015,Greece,Montenegro,0
2015,Greece,Germany,0
2015,Greece,Poland,0
2015,Greece,Latvia,3
2015,Greece,Romania,0
2015,Greece,Spain,0
2015,Greece,Hungary,0
2015,Greece,Georgia,2
2015,Greece,Azerbaijan,0
2015,Greece,Russia,8
2015,Greece,Albania,6
2015,Greece,Italy,12
2015,Hungary,Slovenia,0
2015,Hungary,France,0
2015,Hungary,Israel,0
2015,Hungary,Estonia,7
2015,Hungary,United Kingdom,0
2015,Hungary,Armenia,0
2015,Hungary,Lithuania,0
2015,Hungary,Serbia,0
2015,Hungary,Norway,4
2015,Hungary,Sweden,10
2015,Hungary,Cyprus,0
2015,Hungary,Australia,8
2015,Hungary,Belgium,12
2015,Hungary,Austria,0
2015,Hungary,Greece,0
2015,Hungary,Montenegro,0
2015,Hungary,Germany,0
2015,Hungary,Poland,0
2015,Hungary,Latvia,5
2015,Hungary,Romania,1
2015,Hungary,Spain,0
2015,Hungary,Georgia,3
2015,Hungary,Azerbaijan,0
2015,Hungary,Russia,6
2015,Hungary,Albania,0
2015,Hungary,Italy,2
2015,Iceland,Slovenia,2
2015,Iceland,France,0
2015,Iceland,Israel,5
2015,Iceland,Estonia,1
2015,Iceland,United Kingdom,0
2015,Iceland,Armenia,0
2015,Iceland,Lithuania,0
2015,Iceland,Serbia,0
2015,Iceland,Norway,10
2015,Iceland,Sweden,12
2015,Iceland,Cyprus,0
2015,Iceland,Australia,8
2015,Iceland,Belgium,4
2015,Iceland,Austria,0
2015,Iceland,Greece,0
2015,Iceland,Montenegro,0
2015,Iceland,Germany,0
2015,Iceland,Poland,0
2015,Iceland,Latvia,7
2015,Iceland,Romania,0
2015,Iceland,Spain,0
2015,Iceland,Hungary,0
2015,Iceland,Georgia,0
2015,Iceland,Azerbaijan,0
2015,Iceland,Russia,3
2015,Iceland,Albania,0
2015,Iceland,Italy,6
2015,Ireland,Slovenia,0
2015,Ireland,France,0
2015,Ireland,Israel,0
2015,Ireland,Estonia,0
2015,Ireland,United Kingdom,1
2015,Ireland,Armenia,0
2015,Ireland,Lithuania,7
2015,Ireland,Serbia,0
2015,Ireland,Norway,4
2015,Ireland,Sweden,10
2015,Ireland,Cyprus,0
2015,Ireland,Australia,5
2015,Ireland,Belgium,2
2015,Ireland,Austria,0
2015,Ireland,Greece,0
2015,Ireland,Montenegro,0
2015,Ireland,Germany,0
2015,Ireland,Poland,3
2015,Ireland,Latvia,12
2015,Ireland,Romania,0
2015,Ireland,Spain,0
2015,Ireland,Hungary,0
2015,Ireland,Georgia,0
2015,Ireland,Azerbaijan,0
2015,Ireland,Russia,8
2015,Ireland,Albania,0
2015,Ireland,Italy,6
2015,Israel,Slovenia,6
2015,Israel,France,0
2015,Israel,Estonia,3
2015,Israel,United Kingdom,0
2015,Israel,Armenia,0
2015,Israel,Lithuania,0
2015,Israel,Serbia,2
2015,Israel,Norway,0
2015,Israel,Sweden,10
2015,Israel,Cyprus,0
2015,Israel,Australia,7
2015,Israel,Belgium,4
2015,Israel,Austria,0
2015,Israel,Greece,0
2015,Israel,Montenegro,0
2015,Israel,Germany,0
2015,Israel,Poland,0
2015,Israel,Latvia,0
2015,Israel,Romania,5
2015,Israel,Spain,1
2015,Israel,Hungary,0
2015,Israel,Georgia,0
2015,Israel,Azerbaijan,0
2015,Israel,Russia,8
2015,Israel,Albania,0
2015,Israel,Italy,12
2015,Italy,Slovenia,0
2015,Italy,France,0
2015,Italy,Israel,8
2015,Italy,Estonia,2
2015,Italy,United Kingdom,0
2015,Italy,Armenia,0
2015,Italy,Lithuania,0
2015,Italy,Serbia,3
2015,Italy,Norway,5
2015,Italy,Sweden,12
2015,Italy,Cyprus,0
2015,Italy,Australia,6
2015,Italy,Belgium,7
2015,Italy,Austria,0
2015,Italy,Greece,0
2015,Italy,Montenegro,0
2015,Italy,Germany,0
2015,Italy,Poland,1
2015,Italy,Latvia,4
2015,Italy,Romania,0
2015,Italy,Spain,0
2015,Italy,Hungary,0
2015,Italy,Georgia,0
2015,Italy,Azerbaijan,0
2015,Italy,Russia,10
2015,Italy,Albania,0
2015,Latvia,Slovenia,3
2015,Latvia,France,0
2015,Latvia,Israel,1
2015,Latvia,Estonia,6
2015,Latvia,United Kingdom,0
2015,Latvia,Armenia,0
2015,Latvia,Lithuania,7
2015,Latvia,Serbia,0
2015,Latvia,Norway,2
2015,Latvia,Sweden,12
2015,Latvia,Cyprus,0
2015,Latvia,Australia,5
2015,Latvia,Belgium,4
2015,Latvia,Austria,0
2015,Latvia,Greece,0
2015,Latvia,Montenegro,0
2015,Latvia,Germany,0
2015,Latvia,Poland,0
2015,Latvia,Romania,0
2015,Latvia,Spain,0
2015,Latvia,Hungary,0
2015,Latvia,Georgia,0
2015,Latvia,Azerbaijan,0
2015,Latvia,Russia,10
2015,Latvia,Albania,0
2015,Latvia,Italy,8
2015,Lithuania,Slovenia,4
2015,Lithuania,France,0
2015,Lithuania,Israel,0
2015,Lithuania,Estonia,8
2015,Lithuania,United Kingdom,0
2015,Lithuania,Armenia,0
2015,Lithuania,Serbia,0
2015,Lithuania,Norway,5
2015,Lithuania,Sweden,10
2015,Lithuania,Cyprus,0
2015,Lithuania,Australia,3
2015,Lithuania,Belgium,7
2015,Lithuania,Austria,0
2015,Lithuania,Greece,0
2015,Lithuania,Montenegro,0
2015,Lithuania,Germany,0
2015,Lithuania,Poland,0
2015,Lithuania,Latvia,12
2015,Lithuania,Romania,0
2015,Lithuania,Spain,0
2015,Lithuania,Hungary,0
2015,Lithuania,Georgia,6
2015,Lithuania,Azerbaijan,2
2015,Lithuania,Russia,0
2015,Lithuania,Albania,0
2015,Lithuania,Italy,1
2015,Malta,Slovenia,0
2015,Malta,France,0
2015,Malta,Israel,5
2015,Malta,Estonia,3
2015,Malta,United Kingdom,1
2015,Malta,Armenia,0
2015,Malta,Lithuania,0
2015,Malta,Serbia,0
2015,Malta,Norway,2
2015,Malta,Sweden,10
2015,Malta,Cyprus,0
2015,Malta,Australia,6
2015,Malta,Belgium,0
2015,Malta,Austria,0
2015,Malta,Greece,0
2015,Malta,Montenegro,0
2015,Malta,Germany,0
2015,Malta,Poland,0
2015,Malta,Latvia,4
2015,Malta,Romania,0
2015,Malta,Spain,0
2015,Malta,Hungary,0
2015,Malta,Georgia,0
2015,Malta,Azerbaijan,8
2015,Malta,Russia,7
2015,Malta,Albania,0
2015,Malta,Italy,12
2015,Moldova,Slovenia,0
2015,Moldova,France,0
2015,Moldova,Israel,0
2015,Moldova,Estonia,0
2015,Moldova,United Kingdom,0
2015,Moldova,Armenia,0
2015,Moldova,Lithuania,0
2015,Moldova,Serbia,0
2015,Moldova,Norway,0
2015,Moldova,Sweden,8
2015,Moldova,Cyprus,0
2015,Moldova,Australia,4
2015,Moldova,Belgium,6
2015,Moldova,Austria,0
2015,Moldova,Greece,0
2015,Moldova,Montenegro,0
2015,Moldova,Germany,0
2015,Moldova,Poland,0
2015,Moldova,Latvia,2
2015,Moldova,Romania,12
2015,Moldova,Spain,1
2015,Moldova,Hungary,0
2015,Moldova,Georgia,5
2015,Moldova,Azerbaijan,3
2015,Moldova,Russia,10
2015,Moldova,Albania,0
2015,Moldova,Italy,7
2015,Montenegro,Slovenia,4
2015,Montenegro,France,0
2015,Montenegro,Israel,3
2015,Montenegro,Estonia,1
2015,Montenegro,United Kingdom,0
2015,Montenegro,Armenia,0
2015,Montenegro,Lithuania,0
2015,Montenegro,Serbia,12
2015,Montenegro,Norway,0
2015,Montenegro,Sweden,5
2015,Montenegro,Cyprus,0
2015,Montenegro,Australia,0
2015,Montenegro,Belgium,0
2015,Montenegro,Austria,0
2015,Montenegro,Greece,0
2015,Montenegro,Germany,0
2015,Montenegro,Poland,0
2015,Montenegro,Latvia,0
2015,Montenegro,Romania,0
2015,Montenegro,Spain,2
2015,Montenegro,Hungary,0
2015,Montenegro,Georgia,0
2015,Montenegro,Azerbaijan,8
2015,Montenegro,Russia,7
2015,Montenegro,Albania,10
2015,Montenegro,Italy,6
2015,Norway,Slovenia,1
2015,Norway,France,0
2015,Norway,Israel,4
2015,Norway,Estonia,3
2015,Norway,United Kingdom,0
2015,Norway,Armenia,0
2015,Norway,Lithuania,6
2015,Norway,Serbia,0
2015,Norway,Sweden,12
2015,Norway,Cyprus,0
2015,Norway,Australia,10
2015,Norway,Belgium,7
2015,Norway,Austria,0
2015,Norway,Greece,0
2015,Norway,Montenegro,0
2015,Norway,Germany,0
2015,Norway,Poland,0
2015,Norway,Latvia,8
2015,Norway,Romania,0
2015,Norway,Spain,0
2015,Norway,Hungary,0
2015,Norway,Georgia,0
2015,Norway,Azerbaijan,0
2015,Norway,Russia,2
2015,Norway,Albania,0
2015,Norway,Italy,5
2015,Poland,Slovenia,1
2015,Poland,France,0
2015,Poland,Israel,4
2015,Poland,Estonia,2
2015,Poland,United Kingdom,0
2015,Poland,Armenia,0
2015,Poland,Lithuania,0
2015,Poland,Serbia,0
2015,Poland,Norway,3
2015,Poland,Sweden,12
2015,Poland,Cyprus,0
2015,Poland,Australia,8
2015,Poland,Belgium,5
2015,Poland,Austria,0
2015,Poland,Greece,0
2015,Poland,Montenegro,0
2015,Poland,Germany,0
2015,Poland,Latvia,10
2015,Poland,Romania,0
2015,Poland,Spain,0
2015,Poland,Hungary,0
2015,Poland,Georgia,0
2015,Poland,Azerbaijan,0
2015,Poland,Russia,6
2015,Poland,Albania,0
2015,Poland,Italy,7
2015,Portugal,Slovenia,0
2015,Portugal,France,0
2015,Portugal,Israel,7
2015,Portugal,Estonia,1
2015,Portugal,United Kingdom,0
2015,Portugal,Armenia,0
2015,Portugal,Lithuania,0
2015,Portugal,Serbia,0
2015,Portugal,Norway,6
2015,Portugal,Sweden,8
2015,Portugal,Cyprus,0
2015,Portugal,Australia,0
2015,Portugal,Belgium,5
2015,Portugal,Austria,0
2015,Portugal,Greece,0
2015,Portugal,Montenegro,0
2015,Portugal,Germany,0
2015,Portugal,Poland,0
2015,Portugal,Latvia,2
2015,Portugal,Romania,4
2015,Portugal,Spain,3
2015,Portugal,Hungary,0
2015,Portugal,Georgia,0
2015,Portugal,Azerbaijan,0
2015,Portugal,Russia,10
2015,Portugal,Albania,0
2015,Portugal,Italy,12
2015,Romania,Slovenia,0
2015,Romania,France,0
2015,Romania,Israel,1
2015,Romania,Estonia,0
2015,Romania,United Kingdom,0
2015,Romania,Armenia,0
2015,Romania,Lithuania,0
2015,Romania,Serbia,0
2015,Romania,Norway,6
2015,Romania,Sweden,8
2015,Romania,Cyprus,0
2015,Romania,Australia,2
2015,Romania,Belgium,7
2015,Romania,Austria,0
2015,Romania,Greece,0
2015,Romania,Montenegro,0
2015,Romania,Germany,0
2015,Romania,Poland,0
2015,Romania,Latvia,5
2015,Romania,Spain,0
2015,Romania,Hungary,4
2015,Romania,Georgia,0
2015,Romania,Azerbaijan,3
2015,Romania,Russia,10
2015,Romania,Albania,0
2015,Romania,Italy,12
2015,Russia,Slovenia,0
2015,Russia,France,0
2015,Russia,Israel,0
2015,Russia,Estonia,7
2015,Russia,United Kingdom,0
2015,Russia,Armenia,6
